0.140368,0.140375,0.140390,0.140412,0.140442,0.140477,0.140518,0.140565,0.140616,0.140670,0.140728,0.140787,0.140847,0.140907,0.140966,0.141024,0.141078,0.141129,0.141176,0.141217,0.141252,0.141281,0.141304,0.141319,0.141326,0.141326,0.141319,0.141304,0.141281,0.141252,0.141217,0.141176,0.141129,0.141078,0.141024,0.140966,0.140907,0.140847,0.140787,0.140728,0.140670,0.140616,0.140565,0.140518,0.140477,0.140442,0.140412,0.140390,0.140375,0.140368
0.140203,0.140210,0.140225,0.140248,0.140277,0.140312,0.140353,0.140400,0.140450,0.140505,0.140562,0.140621,0.140682,0.140742,0.140801,0.140858,0.140913,0.140963,0.141010,0.141051,0.141087,0.141116,0.141138,0.141153,0.141160,0.141160,0.141153,0.141138,0.141116,0.141087,0.141051,0.141010,0.140963,0.140913,0.140858,0.140801,0.140742,0.140682,0.140621,0.140562,0.140505,0.140450,0.140400,0.140353,0.140312,0.140277,0.140248,0.140225,0.140210,0.140203
0.139874,0.139881,0.139896,0.139919,0.139947,0.139983,0.140024,0.140070,0.140121,0.140175,0.140233,0.140292,0.140352,0.140411,0.140471,0.140528,0.140582,0.140633,0.140679,0.140720,0.140756,0.140784,0.140807,0.140822,0.140829,0.140829,0.140822,0.140807,0.140784,0.140756,0.140720,0.140679,0.140633,0.140582,0.140528,0.140471,0.140411,0.140352,0.140292,0.140233,0.140175,0.140121,0.140070,0.140024,0.139983,0.139947,0.139919,0.139896,0.139881,0.139874
0.139382,0.139390,0.139405,0.139427,0.139456,0.139491,0.139532,0.139578,0.139628,0.139683,0.139740,0.139798,0.139858,0.139918,0.139977,0.140034,0.140088,0.140138,0.140185,0.140226,0.140261,0.140290,0.140312,0.140327,0.140334,0.140334,0.140327,0.140312,0.140290,0.140261,0.140226,0.140185,0.140138,0.140088,0.140034,0.139977,0.139918,0.139858,0.139798,0.139740,0.139683,0.139628,0.139578,0.139532,0.139491,0.139456,0.139427,0.139405,0.139390,0.139382
0.138730,0.138738,0.138752,0.138774,0.138803,0.138838,0.138879,0.138925,0.138975,0.139029,0.139086,0.139144,0.139204,0.139263,0.139322,0.139379,0.139432,0.139483,0.139529,0.139569,0.139605,0.139633,0.139655,0.139670,0.139677,0.139677,0.139670,0.139655,0.139633,0.139605,0.139569,0.139529,0.139483,0.139432,0.139379,0.139322,0.139263,0.139204,0.139144,0.139086,0.139029,0.138975,0.138925,0.138879,0.138838,0.138803,0.138774,0.138752,0.138738,0.138730
0.137920,0.137928,0.137942,0.137964,0.137993,0.138028,0.138068,0.138114,0.138164,0.138217,0.138274,0.138332,0.138391,0.138450,0.138508,0.138565,0.138618,0.138668,0.138714,0.138755,0.138789,0.138818,0.138840,0.138855,0.138862,0.138862,0.138855,0.138840,0.138818,0.138789,0.138755,0.138714,0.138668,0.138618,0.138565,0.138508,0.138450,0.138391,0.138332,0.138274,0.138217,0.138164,0.138114,0.138068,0.138028,0.137993,0.137964,0.137942,0.137928,0.137920
0.136956,0.136963,0.136978,0.137000,0.137028,0.137063,0.137103,0.137148,0.137198,0.137251,0.137307,0.137365,0.137424,0.137482,0.137540,0.137596,0.137649,0.137699,0.137744,0.137785,0.137819,0.137848,0.137869,0.137884,0.137891,0.137891,0.137884,0.137869,0.137848,0.137819,0.137785,0.137744,0.137699,0.137649,0.137596,0.137540,0.137482,0.137424,0.137365,0.137307,0.137251,0.137198,0.137148,0.137103,0.137063,0.137028,0.137000,0.136978,0.136963,0.136956
0.135842,0.135849,0.135864,0.135885,0.135913,0.135947,0.135987,0.136032,0.136082,0.136134,0.136190,0.136247,0.136306,0.136364,0.136421,0.136477,0.136529,0.136579,0.136624,0.136664,0.136698,0.136726,0.136748,0.136762,0.136769,0.136769,0.136762,0.136748,0.136726,0.136698,0.136664,0.136624,0.136579,0.136529,0.136477,0.136421,0.136364,0.136306,0.136247,0.136190,0.136134,0.136082,0.136032,0.135987,0.135947,0.135913,0.135885,0.135864,0.135849,0.135842
0.134582,0.134589,0.134604,0.134625,0.134653,0.134687,0.134726,0.134771,0.134820,0.134872,0.134927,0.134984,0.135042,0.135099,0.135156,0.135211,0.135263,0.135312,0.135357,0.135396,0.135430,0.135458,0.135480,0.135494,0.135501,0.135501,0.135494,0.135480,0.135458,0.135430,0.135396,0.135357,0.135312,0.135263,0.135211,0.135156,0.135099,0.135042,0.134984,0.134927,0.134872,0.134820,0.134771,0.134726,0.134687,0.134653,0.134625,0.134604,0.134589,0.134582
0.133183,0.133190,0.133204,0.133225,0.133253,0.133286,0.133325,0.133370,0.133418,0.133470,0.133524,0.133580,0.133637,0.133694,0.133751,0.133805,0.133857,0.133905,0.133949,0.133988,0.134022,0.134050,0.134071,0.134085,0.134092,0.134092,0.134085,0.134071,0.134050,0.134022,0.133988,0.133949,0.133905,0.133857,0.133805,0.133751,0.133694,0.133637,0.133580,0.133524,0.133470,0.133418,0.133370,0.133325,0.133286,0.133253,0.133225,0.133204,0.133190,0.133183
