0.488330,0.488994,0.490312,0.492261,0.494809,0.497914,0.501524,0.505581,0.510017,0.514761,0.519735,0.524860,0.530052,0.535230,0.540312,0.545218,0.549873,0.554205,0.558148,0.561644,0.564639,0.567090,0.568960,0.570222,0.570857,0.570857,0.570222,0.568960,0.567090,0.564639,0.561644,0.558148,0.554205,0.549873,0.545218,0.540312,0.535230,0.530052,0.524860,0.519735,0.514761,0.510017,0.505581,0.501524,0.497914,0.494809,0.492261,0.490312,0.488994,0.488330
0.486578,0.487241,0.488555,0.490499,0.493041,0.496138,0.499739,0.503786,0.508212,0.512944,0.517907,0.523019,0.528200,0.533366,0.538437,0.543333,0.547978,0.552301,0.556236,0.559725,0.562714,0.565160,0.567027,0.568286,0.568921,0.568921,0.568286,0.567027,0.565160,0.562714,0.559725,0.556236,0.552301,0.547978,0.543333,0.538437,0.533366,0.528200,0.523019,0.517907,0.512944,0.508212,0.503786,0.499739,0.496138,0.493041,0.490499,0.488555,0.487241,0.486578
0.483091,0.483751,0.485058,0.486992,0.489520,0.492602,0.496185,0.500212,0.504616,0.509326,0.514265,0.519354,0.524510,0.529654,0.534702,0.539577,0.544202,0.548507,0.552427,0.555901,0.558879,0.561315,0.563174,0.564429,0.565061,0.565061,0.564429,0.563174,0.561315,0.558879,0.555901,0.552427,0.548507,0.544202,0.539577,0.534702,0.529654,0.524510,0.519354,0.514265,0.509326,0.504616,0.500212,0.496185,0.492602,0.489520,0.486992,0.485058,0.483751,0.483091
0.477902,0.478556,0.479853,0.481772,0.484280,0.487338,0.490894,0.494891,0.499262,0.503937,0.508840,0.513893,0.519014,0.524122,0.529136,0.533979,0.538574,0.542852,0.546747,0.550200,0.553159,0.555581,0.557429,0.558677,0.559305,0.559305,0.558677,0.557429,0.555581,0.553159,0.550200,0.546747,0.542852,0.538574,0.533979,0.529136,0.524122,0.519014,0.513893,0.508840,0.503937,0.499262,0.494891,0.490894,0.487338,0.484280,0.481772,0.479853,0.478556,0.477902
0.471058,0.471705,0.472988,0.474886,0.477369,0.480394,0.483914,0.487869,0.492196,0.496825,0.501680,0.506683,0.511755,0.516816,0.521784,0.526583,0.531138,0.535378,0.539239,0.542663,0.545598,0.548000,0.549833,0.551070,0.551693,0.551693,0.551070,0.549833,0.548000,0.545598,0.542663,0.539239,0.535378,0.531138,0.526583,0.521784,0.516816,0.511755,0.506683,0.501680,0.496825,0.492196,0.487869,0.483914,0.480394,0.477369,0.474886,0.472988,0.471705,0.471058
0.462624,0.463262,0.464528,0.466401,0.468850,0.471835,0.475307,0.479211,0.483482,0.488051,0.492845,0.497786,0.502796,0.507796,0.512705,0.517448,0.521951,0.526143,0.529962,0.533348,0.536251,0.538627,0.540441,0.541665,0.542281,0.542281,0.541665,0.540441,0.538627,0.536251,0.533348,0.529962,0.526143,0.521951,0.517448,0.512705,0.507796,0.502796,0.497786,0.492845,0.488051,0.483482,0.479211,0.475307,0.471835,0.468850,0.466401,0.464528,0.463262,0.462624
0.452682,0.453310,0.454554,0.456396,0.458804,0.461740,0.465156,0.468996,0.473199,0.477696,0.482415,0.487280,0.492214,0.497139,0.501976,0.506650,0.511089,0.515222,0.518988,0.522328,0.525191,0.527536,0.529325,0.530533,0.531141,0.531141,0.530533,0.529325,0.527536,0.525191,0.522328,0.518988,0.515222,0.511089,0.506650,0.501976,0.497139,0.492214,0.487280,0.482415,0.477696,0.473199,0.468996,0.465156,0.461740,0.458804,0.456396,0.454554,0.453310,0.452682
0.441328,0.441943,0.443163,0.444967,0.447328,0.450205,0.453554,0.457320,0.461441,0.465853,0.470483,0.475258,0.480102,0.484937,0.489689,0.494281,0.498642,0.502705,0.506407,0.509691,0.512508,0.514814,0.516574,0.517762,0.518361,0.518361,0.517762,0.516574,0.514814,0.512508,0.509691,0.506407,0.502705,0.498642,0.494281,0.489689,0.484937,0.480102,0.475258,0.470483,0.465853,0.461441,0.457320,0.453554,0.450205,0.447328,0.444967,0.443163,0.441943,0.441328
0.428674,0.429274,0.430465,0.432227,0.434532,0.437343,0.440614,0.444293,0.448321,0.452633,0.457161,0.461831,0.466569,0.471301,0.475952,0.480448,0.484719,0.488700,0.492327,0.495546,0.498306,0.500567,0.502293,0.503458,0.504045,0.504045,0.503458,0.502293,0.500567,0.498306,0.495546,0.492327,0.488700,0.484719,0.480448,0.475952,0.471301,0.466569,0.461831,0.457161,0.452633,0.448321,0.444293,0.440614,0.437343,0.434532,0.432227,0.430465,0.429274,0.428674
0.414845,0.415428,0.416586,0.418300,0.420543,0.423278,0.426461,0.430042,0.433964,0.438163,0.442573,0.447123,0.451742,0.456355,0.460891,0.465277,0.469445,0.473329,0.476871,0.480014,0.482710,0.484918,0.486605,0.487743,0.488317,0.488317,0.487743,0.486605,0.484918,0.482710,0.480014,0.476871,0.473329,0.469445,0.465277,0.460891,0.456355,0.451742,0.447123,0.442573,0.438163,0.433964,0.430042,0.426461,0.423278,0.420543,0.418300,0.416586,0.415428,0.414845
