0.253745,0.254791,0.256871,0.259955,0.264001,0.268954,0.274743,0.281286,0.288489,0.296244,0.304435,0.312937,0.321617,0.330337,0.338958,0.347341,0.355346,0.362842,0.369704,0.375816,0.381076,0.385396,0.388701,0.390936,0.392063,0.392063,0.390936,0.388701,0.385396,0.381076,0.375816,0.369704,0.362842,0.355346,0.347341,0.338958,0.330337,0.321617,0.312937,0.304435,0.296244,0.288489,0.281286,0.274743,0.268954,0.264001,0.259955,0.256871,0.254791,0.253745
0.252669,0.253710,0.255780,0.258849,0.262876,0.267805,0.273567,0.280079,0.287248,0.294966,0.303119,0.311581,0.320221,0.328901,0.337483,0.345827,0.353796,0.361259,0.368090,0.374176,0.379413,0.383713,0.387004,0.389229,0.390351,0.390351,0.389229,0.387004,0.383713,0.379413,0.374176,0.368090,0.361259,0.353796,0.345827,0.337483,0.328901,0.320221,0.311581,0.303119,0.294966,0.287248,0.280079,0.273567,0.267805,0.262876,0.258849,0.255780,0.253710,0.252669
0.250532,0.251564,0.253613,0.256653,0.260642,0.265524,0.271231,0.277682,0.284783,0.292429,0.300505,0.308889,0.317448,0.326049,0.334552,0.342821,0.350718,0.358114,0.364884,0.370916,0.376107,0.380369,0.383631,0.385837,0.386950,0.386950,0.385837,0.383631,0.380369,0.376107,0.370916,0.364884,0.358114,0.350718,0.342821,0.334552,0.326049,0.317448,0.308889,0.300505,0.292429,0.284783,0.277682,0.271231,0.265524,0.260642,0.256653,0.253613,0.251564,0.250532
0.247364,0.248381,0.250402,0.253398,0.257330,0.262142,0.267768,0.274127,0.281128,0.288666,0.296630,0.304896,0.313337,0.321819,0.330206,0.338362,0.346153,0.353449,0.360129,0.366080,0.371202,0.375409,0.378628,0.380805,0.381903,0.381903,0.380805,0.378628,0.375409,0.371202,0.366080,0.360129,0.353449,0.346153,0.338362,0.330206,0.321819,0.313337,0.304896,0.296630,0.288666,0.281128,0.274127,0.267768,0.262142,0.257330,0.253398,0.250402,0.248381,0.247364
0.243210,0.244207,0.246189,0.249129,0.252985,0.257706,0.263226,0.269465,0.276334,0.283731,0.291546,0.299659,0.307943,0.316269,0.324503,0.332511,0.340160,0.347325,0.353886,0.359732,0.364763,0.368896,0.372058,0.374197,0.375276,0.375276,0.374197,0.372058,0.368896,0.364763,0.359732,0.353886,0.347325,0.340160,0.332511,0.324503,0.316269,0.307943,0.299659,0.291546,0.283731,0.276334,0.269465,0.263226,0.257706,0.252985,0.249129,0.246189,0.244207,0.243210
0.238125,0.239099,0.241034,0.243904,0.247669,0.252278,0.257667,0.263759,0.270466,0.277690,0.285322,0.293247,0.301340,0.309474,0.317519,0.325345,0.332821,0.339825,0.346239,0.351954,0.356874,0.360915,0.364008,0.366100,0.367155,0.367155,0.366100,0.364008,0.360915,0.356874,0.351954,0.346239,0.339825,0.332821,0.325345,0.317519,0.309474,0.301340,0.293247,0.285322,0.277690,0.270466,0.263759,0.257667,0.252278,0.247669,0.243904,0.241034,0.239099,0.238125
0.232180,0.233126,0.235006,0.237793,0.241451,0.245930,0.251166,0.257085,0.263604,0.270624,0.278043,0.285746,0.293614,0.301524,0.309348,0.316959,0.324232,0.331046,0.337286,0.342848,0.347637,0.351570,0.354581,0.356618,0.357645,0.357645,0.356618,0.354581,0.351570,0.347637,0.342848,0.337286,0.331046,0.324232,0.316959,0.309348,0.301524,0.293614,0.285746,0.278043,0.270624,0.263604,0.257085,0.251166,0.245930,0.241451,0.237793,0.235006,0.233126,0.232180
0.225452,0.226366,0.228184,0.230879,0.234416,0.238746,0.243809,0.249534,0.255837,0.262628,0.269804,0.277256,0.284869,0.292523,0.300095,0.307462,0.314504,0.321101,0.327145,0.332532,0.337171,0.340981,0.343898,0.345871,0.346867,0.346867,0.345871,0.343898,0.340981,0.337171,0.332532,0.327145,0.321101,0.314504,0.307462,0.300095,0.292523,0.284869,0.277256,0.269804,0.262628,0.255837,0.249534,0.243809,0.238746,0.234416,0.230879,0.228184,0.226366,0.225452
0.218028,0.218908,0.220657,0.223250,0.226653,0.230820,0.235692,0.241201,0.247268,0.253804,0.260712,0.267887,0.275217,0.282588,0.289881,0.296978,0.303762,0.310119,0.315944,0.321137,0.325608,0.329282,0.332095,0.333997,0.334957,0.334957,0.333997,0.332095,0.329282,0.325608,0.321137,0.315944,0.310119,0.303762,0.296978,0.289881,0.282588,0.275217,0.267887,0.260712,0.253804,0.247268,0.241201,0.235692,0.230820,0.226653,0.223250,0.220657,0.218908,0.218028
0.210002,0.210845,0.212519,0.215002,0.218261,0.222251,0.226917,0.232193,0.238004,0.244264,0.250882,0.257756,0.264780,0.271843,0.278834,0.285637,0.292141,0.298238,0.303824,0.308805,0.313094,0.316619,0.319318,0.321144,0.322064,0.322064,0.321144,0.319318,0.316619,0.313094,0.308805,0.303824,0.298238,0.292141,0.285637,0.278834,0.271843,0.264780,0.257756,0.250882,0.244264,0.238004,0.232193,0.226917,0.222251,0.218261,0.215002,0.212519,0.210845,0.210002
0.201472,0.202275,0.203870,0.206236,0.209342,0.213144,0.217591,0.222619,0.228158,0.234126,0.240434,0.246988,0.253686,0.260422,0.267089,0.273579,0.279785,0.285602,0.290933,0.295687,0.299782,0.303147,0.305724,0.307467,0.308347,0.308347,0.307467,0.305724,0.303147,0.299782,0.295687,0.290933,0.285602,0.279785,0.273579,0.267089,0.260422,0.253686,0.246988,0.240434,0.234126,0.228158,0.222619,0.217591,0.213144,0.209342,0.206236,0.203870,0.202275,0.201472
0.192535,0.193297,0.194810,0.197054,0.199999,0.203606,0.207823,0.212593,0.217847,0.223508,0.229493,0.235711,0.242066,0.248459,0.254787,0.260948,0.266839,0.272363,0.277426,0.281941,0.285830,0.289027,0.291475,0.293131,0.293967,0.293967,0.293131,0.291475,0.289027,0.285830,0.281941,0.277426,0.272363,0.266839,0.260948,0.254787,0.248459,0.242066,0.235711,0.229493,0.223508,0.217847,0.212593,0.207823,0.203606,0.199999,0.197054,0.194810,0.193297,0.192535
